x,y,z,color
0,1283512,0,1323451,0,1062216,b
0,0423017,0,01166261,0,2666978,b
0,2822753,0,1288759,0,2231239,b
0,2589397,0,2467733,0,3006459,b
0,0486302,0,1355371,0,1972239,b
0,09366865,0,2607208,0,206989,b
0,1898543,0,2416049,0,2611824,b
0,1211265,0,0824009,0,2178861,b
0,1700544,0,3275616,0,09548104,b
0,2542155,0,1760751,0,1899396,b
0,08493292,0,195598,0,1873319,b
0,316316,0,2845756,0,1426788,b
0,1193894,0,1590564,0,05509165,b
0,2870179,0,02919911,0,03280552,b
0,2274109,0,332003,0,07582491,b
0,2717098,0,2280519,0,2825912,b
0,1172702,0,2182996,0,2989005,b
0,3022281,0,001768901,0,32389,b
0,2867934,0,0815627,0,03937758,b
0,2073797,0,0430405,0,06621961,b
0,1597679,0,2837743,0,001203189,b
0,1486623,0,1564249,0,2138979,b
0,1092132,0,1936919,0,1862924,b
0,2521902,0,1211605,0,2128617,b
0,1318269,0,2994511,0,1448238,b
0,1623236,0,04738338,0,2262099,b
0,2570305,0,3285284,0,2130699,b
0,06435174,0,216204,0,09776168,b
0,1387687,0,0342495,0,06084283,b
0,1164044,0,2618059,0,04055595,b
0,166161,0,07733447,0,2739485,b
0,1573387,0,3231763,0,2108046,b
0,0807251,0,1421858,0,3320887,b
0,1235715,0,2689222,0,06770676,b
0,2006291,0,2830561,0,1238958,b
0,2147243,0,1228493,0,07562177,b
0,1670396,0,2779025,0,0460784,b
0,0556208,0,06662474,0,1128402,b
0,04879396,0,1629993,0,1322705,b
0,008790893,0,1039952,0,2358438,b
0,2138941,0,06780787,0,02104397,b
0,3009519,0,2901096,0,05712665,b
0,237201,0,1329021,0,2995053,b
0,2085054,0,05499614,0,1572795,b
0,02497565,0,2405093,0,05671452,b
0,09777898,0,02740277,0,05216387,b
0,2986761,0,05972363,0,06315973,b
0,06217515,0,1552143,0,1960501,b
0,2170311,0,2311452,0,01120036,b
0,02187027,0,185949,0,2739087,b
0,2120319,0,1908517,0,1818991,b
0,1850605,0,1843665,0,1874487,b
0,2416088,0,08912277,0,208382,b
0,04865841,0,02815163,0,03418449,b
0,2965924,0,03613321,0,3201903,b
0,270327,0,09971743,0,1811788,b
0,1438997,0,2581803,0,1373639,b
0,02670366,0,1402289,0,05077447,b
0,1520131,0,08723897,0,03945523,b
0,3023656,0,1847655,0,1954159,b
0,2510531,0,1011302,0,21853,b
0,2578228,0,1805924,0,008683045,b
0,1977914,0,305224,0,225016,b
0,232877,0,02379679,0,1154586,b
0,2356282,0,2746508,0,08519953,b
0,1511519,0,04931022,0,01185383,b
0,2872462,0,1448426,0,1980295,b
0,2444114,0,3318827,0,004740714,b
0,08749096,0,3240069,0,2271293,b
0,1936001,0,2149974,0,1822522,b
0,2402214,0,04792866,0,06078629,b
0,1479805,0,138918,0,3294775,b
0,2954873,0,005383814,0,09574154,b
0,07678734,0,2048753,0,03639657,b
0,319977,0,04922373,0,02524354,b
0,1158078,0,09773262,0,169022,b
0,2401376,0,2216947,0,05979373,b
0,251564,0,3302698,0,03346752,b
0,215722,0,0684219,0,3074417,b
0,1130322,0,04152042,0,002560967,b
0,09758922,0,08826853,0,08237061,b
0,1004258,0,2519354,0,2491,b
0,07181031,0,2545545,0,09198368,b
0,1834408,0,2773259,0,0561066,b
0,2102022,0,2358549,0,1115337,b
0,2830051,0,2555534,0,2999278,b
0,2733966,0,3283108,0,2548342,b
0,09386454,0,04937548,0,2479811,b
0,2609176,0,1511599,0,01441792,b
0,0357339,0,3072976,0,02325168,b
0,03411699,0,3267569,0,163191,b
0,1576039,0,09742817,0,2472245,b
0,209438,0,2250552,0,2005035,b
0,1827769,0,07945403,0,2969455,b
0,2955356,0,1763918,0,3072682,b
0,02044401,0,2545245,0,02492937,b
0,0140155,0,1257933,0,04279314,b
0,2427807,0,1052744,0,2396415,b
0,1629058,0,02762636,0,3103972,b
0,2047128,0,1158177,0,05138647,b
0,1777236,0,05048065,0,004087373,b
0,1249299,0,2006235,0,2283374,b
0,04090485,0,2225701,0,2592905,b
0,08044772,0,05604604,0,2952332,b
0,2315852,0,06384289,0,2605157,b
0,08257604,0,3229314,0,1335865,b
0,0728571,0,1793907,0,2243492,b
0,1876741,0,1969695,0,3328589,b
0,3191835,0,1598598,0,1678549,b
0,06141356,0,03782404,0,08789119,b
0,2113954,0,3071868,0,205505,b
0,1967414,0,06545749,0,08032127,b
0,2983776,0,1515421,0,1642945,b
0,2149359,0,007670998,0,0515454,b
0,2114716,0,2158986,0,1893907,b
0,1350355,0,1977668,0,1882655,b
0,2439847,0,08210497,0,04315025,b
0,1081031,0,2957263,0,2552548,b
0,00192645,0,07504042,0,231612,b
0,2112062,0,0622539,0,09692504,b
0,1281489,0,3235885,0,2094265,b
0,184305,0,09227935,0,1213439,b
0,04811158,0,2125678,0,1376615,b
0,1282045,0,2357098,0,1414078,b
0,2785302,0,1964882,0,2778716,b
0,1991037,0,2801455,0,3154658,b
0,1299427,0,2296646,0,1873553,b
0,3110904,0,01245524,0,04807277,b
0,06285085,0,2633856,0,06068967,b
0,1058707,0,01764776,0,1697669,b
0,3088515,0,05405098,0,0958318,b
0,06922024,0,1239905,0,06162246,b
0,1233853,0,0961509,0,2469791,b
