x,y,z,color
0.5545436904521269,0.5407102555962058,-0.6325454251457531,r
0.5778894170743154,0.281190914927558,0.17725669363991658,g
0.1283512075692325,0.1323451128267256,0.10622161569624948,b
0.37197802897856536,0.42393141444020427,-0.8257811464352703,r
0.5049958091857788,-0.24834137845059925,-0.35742165141258725,g
0.04230169794638439,0.011662608549359113,0.266697816698186,b
-0.5092267963468282,0.7291595041199072,0.4571810226091596,r
-0.4724248811655103,-0.4132965626838445,0.22459992736845855,g
0.28227535814960725,0.1288759244500212,0.22312390715245234,b
0.023948425454336484,0.5130903564865746,-0.8580004423068427,r
-0.4467834364667351,-0.4850172956672787,0.09791439244063575,g
0.25893965874484814,0.24677327005472519,0.3006459565138633,b
0.4349701526813847,-0.7355337183418794,-0.5194142041362572,r
0.25340134502659034,0.28192337407613116,0.5484080724539794,g
0.04863020558155443,0.13553707699568263,0.19722393236625535,b
0.7625140009330372,-0.18854374210503835,-0.6188890495833005,r
-0.02360762292644214,0.6430692152752663,-0.17420995651644178,g
0.09366865790243269,0.2607207971021387,0.20698903495581314,b
-0.3419070405386293,0.49474462898999577,-0.7989538958636272,r
0.14108305499319118,-0.27062728362444094,0.5927064107939858,g
0.18985432665088117,0.2416049045856721,0.26118241322480995,b
-0.24617375456439938,0.46294638029349605,0.851515784666859,r
-0.6338469613615583,-0.1404993650525896,0.1514674963052566,g
0.12112649230022221,0.08240089570756086,0.21788606901183813,b
0.015913037912355394,0.9997379986083127,0.016453247796268892,r
-0.1936842432208078,0.21155733452877645,0.6018092327137452,g
0.17005440678966197,0.32756156511259765,0.09548104013834458,b
0.8522799504448538,0.31891020930439706,0.4146265361396244,r
0.4315593475534256,-0.18873005308885715,-0.47178590594122577,g
0.25421549721524,0.1760751035654096,0.1899396188570357,b
-0.6396952583487014,-0.47623092879307716,0.6033192180819961,r
0.3161234841797467,0.5762184931975162,0.11172571454990114,g
0.0849329135252409,0.19559799324359303,0.18733193398763517,b
-0.8189713488158787,-0.14023779202751346,0.5564344449312499,r
0.16669452124173692,0.5650646003321418,-0.3120246440329824,g
0.31631596775725374,0.2845756025242225,0.14267877691889622,b
-0.3432092636660012,-0.7831027997699961,0.5186110356772549,r
0.0018028980711364039,-0.6109409284669767,-0.2668189946890925,g
0.1193893764165842,0.15905638602676794,0.05509165229348537,b
-0.8848370795219035,-0.4033470030125009,-0.23318348540148054,r
0.4606205927331552,0.471878571894444,-0.09799860907921804,g
0.2870178708981687,0.029199114712595026,0.032805518477052154,b
0.9599118212080857,0.24757042329044526,0.13144649488200777,r
-0.2666691275221817,-0.18561747602239043,0.5821324363631356,g
0.22741092185153933,0.33200299383974513,0.07582490858715547,b
0.30934044470774413,-0.6980340044775901,-0.6457995183189554,r
-0.25841538408093284,-0.21249299551389045,0.5766391077374844,g
0.2717098047744215,0.2280519025883354,0.28259123750789067,b
0.43896888141252177,-0.08507859525905816,-0.8944651775112236,r
-0.128032658901184,0.15710008666248007,-0.6351154583772771,g
0.11727019995147787,0.2182996020410636,0.2989004679583864,b
-0.5872184636091632,-0.5927131311646665,0.5512400748689003,r
0.16191561069559687,0.21673175268982117,0.6093070874637144,g
0.30222810737137046,0.001768901476307964,0.3238900000952296,b
-0.026013898107899718,0.12212250254982805,0.9921740630938701,r
0.5690968665800329,0.2105119186841069,-0.27614838943069847,g
0.2867933669185394,0.08156269763410617,0.0393775790375351,b
-0.6637282283107818,-0.2913255796821471,0.688908009509464,r
0.40602925535220585,0.5043101695927396,0.15892117885266235,g
0.20737967867546317,0.043040499541111554,0.06621961426132739,b
0.2692012588291315,0.458740454546426,-0.846810414205771,r
0.47962642128286115,0.3223479566139367,0.33240748384875357,g
0.15976791312912766,0.28377425820595503,0.0012031891568094293,b
0.14006561016406677,-0.9000186412484292,0.41273244390851965,r
-0.27024111880127527,-0.5415737125821193,0.279485412845643,g
0.1486622835970612,0.15642490708843892,0.2138979023481491,b
0.7484212822199992,-0.22008066657788108,0.6256437360981151,r
-0.6056033944497737,-0.017400432994272404,0.2781837486392188,g
0.10921315691209572,0.19369193154168587,0.1862923920000481,b
0.08092498900445669,0.09498535634975348,0.9921839185522707,r
-0.11574949374646583,0.476111385238865,-0.4520668622978358,g
0.252190176738629,0.12116052922251686,0.21286173233074648,b
-0.37254867382554596,-0.8953818258049798,-0.243923905447924,r
0.42402688311425846,-0.5000955527689338,0.12062373291183626,g
0.13182693120564273,0.2994511548990368,0.1448238184725271,b
-0.7544449713321075,0.444321601221437,0.4831056819368964,r
0.5180596717083897,0.06604756232280998,0.4143625713129197,g
0.16232360456263165,0.04738337888302605,0.22620987562102976,b
-0.4006383596759286,0.7321737710187051,-0.5508270815677366,r
-0.07738692131459889,0.3874305286844806,-0.5369853762414358,g
0.2570304429160234,0.32852839178587123,0.21306991691199606,b
0.15570444815370973,0.8741912172426168,0.459941127233715,r
0.6064535477283208,0.14266019445283387,0.23729013424678516,g
0.06435174402988005,0.2162040173585927,0.09776168013169269,b
-0.15202483186997037,-0.20264224868416955,0.9673802610882292,r
-0.4986937244707172,0.0441669587890964,0.4402252757047136,g
0.1387687271056212,0.03424950302317242,0.06084283127507469,b
0.19405489708486362,-0.043072966379433704,-0.9800445992324325,r
-0.3071335486745943,-0.1679560190875522,-0.56736602240111,g
0.11640439083688658,0.2618058732580692,0.040555946966388756,b
0.4410643887976743,0.6779691543555201,0.5880646483822974,r
0.3498305538003728,-0.03632832770592114,0.5663420174049072,g
0.1661609952274029,0.07733447276259764,0.2739484461855266,b
-0.5968759795394372,-0.7743300118101467,0.21012400590826227,r
-0.4664558335092401,-0.061636263501145504,-0.47229690963551935,g
0.15733873841971133,0.3231763162819277,0.21080460087438058,b
0.8881554719732614,-0.448181740511281,0.10155286838013099,r
-0.2097732087654489,-0.629218224203269,-0.06726121957842127,g
0.0807251010159958,0.14218578855348676,0.33208867661095437,b
-0.5209349846044578,0.6715318283373218,0.5269456758956155,r
0.09151618137952094,-0.29073724931399403,0.5929090021676915,g
0.1235715057682033,0.26892225241394013,0.06770675389338905,b
0.11971575225708711,0.954496276805942,0.27313915176172415,r
0.06195873226974882,0.0061445925596948225,-0.663752818391188,g
0.20062908963087325,0.2830561164658098,0.12389582750782897,b
0.267564680526062,0.807122072285845,0.5262728400402111,r
0.30400919940068616,0.49670196814792583,-0.3245150319510257,g
0.21472428928679002,0.12284928068620267,0.07562177066209264,b
0.35424640507111665,0.8537928375442135,0.38150658585716507,r
0.21711470661444807,-0.5638088610428711,-0.2818247981028411,g
0.16703965147461527,0.2779024522827367,0.046078399678945524,b
-0.5378652631356658,0.8429494832025731,0.01171014434223996,r
0.32935837913421495,0.23773662400099446,0.5286291707304251,g
0.05562080041627223,0.0666247348069861,0.11284015398588698,b
-0.11604842619356356,-0.3203455501621971,0.9401656722457358,r
-0.45809844417425016,-0.4736361949266901,0.10128679452397636,g
0.04879396159699667,0.16299926992789823,0.13227054696715113,b
